Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
AGAP000648	6	11593690	11595622
AGAP000654	6	11692557	11695719
AGAP000656	6	11705823	11708034
AGAP000657	6	11718049	11720785
AGAP000659	6	11733475	11745014
AGAP000658	6	11722986	11727257
AGAP000655	6	11703114	11704270
AGAP000653	6	11683504	11686565
AGAP000652	6	11675679	11680429
AGAP000651	6	11655373	11664337
AGAP000650	6	11651485	11653404
AGAP000649	6	11597718	11599288
AGAP000646	6	11508185	11520692
AGAP000660	6	11750947	11754470
AGAP000662	6	11758081	11772470
AGAP000666	6	11804663	11808611
AGAP000667	6	11817968	11824738
AGAP000668	6	11832305	11837951
AGAP000670	6	11842902	11843636
AGAP000673	6	11918461	11921847
AGAP000672	6	11856358	11875562
AGAP000671	6	11847967	11853440
AGAP000669	6	11840406	11841085
AGAP000663	6	11783528	11803269
AGAP000676	6	12064571	12071459
AGAP000678	6	12106448	12111019
AGAP000679	6	12117415	12119423
AGAP000681	6	12124481	12125898
AGAP000684	6	12135381	12147837
AGAP000686	6	12174016	12182557
AGAP000685	6	12160909	12169682
AGAP000682	6	12128805	12130244
AGAP000680	6	12119442	12120056
AGAP012986	6	12077792	12103059
AGAP000675	6	12037003	12060602
AGAP000674	6	12010635	12014869
AGAP000687	6	12281540	12300807
AGAP000688	6	12400053	12409855
AGAP000694	6	12442174	12442986
AGAP013464	6	12496231	12499509
AGAP013084	6	12468880	12469793
AGAP000696	6	12474719	12486013
AGAP013437	6	12450966	12451681
AGAP000695	6	12443351	12444668
AGAP000693	6	12440533	12441132
AGAP000692	6	12437473	12438077
AGAP000691	6	12435496	12436530
AGAP013028	6	12432000	12432813
AGAP000690	6	12430903	12431759
AGAP000689	6	12426459	12428058
AGAP000697	6	12519279	12536726
AGAP000698	6	12541162	12542852
AGAP000700	6	12548888	12556851
AGAP000702	6	12561091	12570020
AGAP000703	6	12597182	12610383
AGAP013152	6	12634652	12635281
AGAP000706	6	12641186	12641809
AGAP000707	6	12660501	12671546
AGAP000708	6	12682362	12698181
AGAP000713	6	12726946	12743043
AGAP000711	6	12699879	12706943
AGAP013372	6	12645543	12646166
AGAP000705	6	12629143	12630245
AGAP013449	6	12626285	12627763
AGAP000704	6	12622062	12623732
AGAP000699	6	12542784	12546434
AGAP013406	6	1253786	1254412
AGAP000079	6	1269003	1270433
AGAP000081	6	1418615	1421698
AGAP000083	6	1428544	1429315
AGAP000084	6	1430005	1432624
AGAP000088	6	1457228	1458852
AGAP013490	6	1459302	1460959
AGAP013099	6	1494724	1495941
AGAP000086	6	1448592	1478833
AGAP000085	6	1433119	1435719
AGAP000082	6	1423897	1426509
AGAP000080	6	1283016	1373662
AGAP000078	6	1264727	1266777
AGAP000076	6	1254630	1261036
AGAP000018	6	245976	251810
AGAP013520	6	12767186	12769138
AGAP013172	6	12771474	12773520
AGAP000715	6	12859844	12886948
AGAP013040	6	12801701	12802804
AGAP013409	6	12762561	12764534
AGAP000714	6	12757892	12760135
AGAP013154	6	12751181	12753181
AGAP000718	6	13057051	13066994
AGAP000720	6	13096618	13124464
AGAP000721	6	13133749	13137233
AGAP000723	6	13140985	13150404
AGAP000727	6	13212860	13229038
AGAP000728	6	13239846	13249547
AGAP000726	6	13162864	13169057
AGAP000725	6	13159187	13160745
AGAP000724	6	13154935	13156918
AGAP000719	6	13067590	13073526
AGAP000717	6	13042228	13064106
AGAP000733	6	13412128	13413801
AGAP000734	6	13417984	13420227
AGAP000736	6	13432331	13433400
AGAP013422	6	13484982	13485681
AGAP013205	6	13415694	13415982
AGAP000739	6	13489256	13490740
AGAP000738	6	13456931	13458634
AGAP013306	6	13455292	13455993
AGAP000737	6	13437823	13440589
AGAP000735	6	13423329	13428590
AGAP000732	6	13402163	13404914
AGAP000731	6	13371220	13377313
AGAP000740	6	13495147	13516168
AGAP000741	6	13494764	13501501
AGAP013043	6	13587571	13593585
AGAP000743	6	13593848	13594674
AGAP000747	6	13683500	13699672
AGAP000749	6	13712077	13714950
AGAP000750	6	13719123	13721789
AGAP000751	6	13733034	13734070
AGAP000754	6	13740179	13748423
AGAP000752	6	13735945	13736706
AGAP000748	6	13700537	13729423
AGAP000745	6	13656841	13658643
AGAP000744	6	13623925	13626564
AGAP013042	6	13503601	13533093
AGAP013276	6	13559147	13560148
AGAP013076	6	13550860	13552389
AGAP013440	6	13736818	13737299
AGAP000755	6	13749445	13753936
AGAP000757	6	13765206	13766963
AGAP000759	6	13771893	13772921
AGAP000760	6	13773040	13774708
AGAP000763	6	13791909	13796842
AGAP000768	6	13840459	13842373
AGAP000772	6	13870127	13871264
AGAP000773	6	13882785	13890371
AGAP000777	6	13948491	13949540
AGAP000779	6	13969857	13978437
AGAP000778	6	13956641	13959926
AGAP000776	6	13917965	13927924
AGAP000774	6	13897618	13912227
AGAP000771	6	13860780	13861688
AGAP000770	6	13856868	13859415
AGAP000769	6	13845732	13852853
AGAP000767	6	13819940	13824507
AGAP000765	6	13806369	13813289
AGAP000762	6	13786756	13788683
AGAP000761	6	13784275	13785443
AGAP000758	6	13767757	13769567
AGAP000756	6	13752966	13764965
AGAP000780	6	14238573	14239414
AGAP000782	6	14242083	14243062
AGAP000781	6	14239442	14240165
AGAP000783	6	14247920	14265405
AGAP000784	6	14272803	14275118
AGAP000786	6	14307483	14318789
AGAP000787	6	14325021	14343038
AGAP013147	6	14355393	14361143
AGAP000789	6	14362710	14366014
AGAP000792	6	14419729	14435537
AGAP013289	6	14447354	14456147
AGAP000794	6	14441808	14444177
AGAP000793	6	14439438	14439960
AGAP000791	6	14411709	14416243
AGAP000790	6	14391199	14393982
AGAP000788	6	14351163	14353159
AGAP000785	6	14279661	14289825
AGAP000795	6	14461512	14527163
AGAP000797	6	14561683	14577309
AGAP000803	6	14738910	14744472
AGAP000801	6	14618213	14702072
AGAP000798	6	14600998	14611915
AGAP000805	6	14756843	14758303
AGAP000806	6	14770308	14771754
AGAP000809	6	14838271	14839995
AGAP000812	6	14888685	14897448
AGAP000814	6	14915762	14918629
AGAP000815	6	14937287	14950975
AGAP000813	6	14912127	14913229
AGAP000810	6	14841697	14871886
AGAP013022	6	14833663	14836326
AGAP000808	6	14828247	14830147
AGAP000807	6	14803452	14825980
AGAP000817	6	15003958	15006394
AGAP000816	6	15007941	15008906
AGAP013474	6	15013481	15013825
AGAP013173	6	15053437	15053790
AGAP013424	6	15086694	15087659
AGAP000818	6	15240572	15242864
AGAP012997	6	15160656	15161447
AGAP000090	6	1521813	1527249
AGAP000092	6	1537681	1539215
AGAP000096	6	1565449	1566851
AGAP000097	6	1574720	1576305
AGAP000098	6	1578806	1580422
AGAP000100	6	1628900	1629785
AGAP000102	6	1734441	1738258
AGAP000091	6	1532552	1534866
AGAP000093	6	1541991	1543412
AGAP000094	6	1548088	1549242
AGAP000095	6	1550317	1558031
AGAP001493	6	1646371	1647834
AGAP000104	6	1739264	1746900
AGAP000819	6	15252295	15254168
AGAP000821	6	15317421	15319139
AGAP000822	6	15319510	15320904
AGAP000823	6	15327411	15333680
AGAP000826	6	15348505	15353183
AGAP000829	6	15355731	15364742
AGAP000831	6	15375386	15376767
AGAP000832	6	15378924	15383302
AGAP000834	6	15414172	15423553
AGAP000835	6	15430356	15434984
AGAP013506	6	15470903	15471664
AGAP000839	6	15448139	15449297
AGAP000837	6	15438820	15446837
AGAP000833	6	15383617	15388601
AGAP000830	6	15367594	15371384
AGAP000825	6	15343949	15345874
AGAP000824	6	15336218	15339506
AGAP000820	6	15282061	15283387
AGAP000840	6	15536995	15539148
AGAP013101	6	15552854	15554517
AGAP000842	6	15559097	15560436
AGAP000847	6	15618828	15688956
AGAP000850	6	15720737	15722091
AGAP000853	6	15745790	15748844
AGAP000852	6	15728709	15731359
AGAP000851	6	15724065	15725189
AGAP000849	6	15717094	15717709
AGAP000848	6	15693834	15705445
AGAP000844	6	15570148	15577691
AGAP000843	6	15562826	15564556
AGAP000841	6	15543194	15548834
AGAP000856	6	15786439	15788568
AGAP012991	6	15826358	15829097
AGAP000859	6	15837887	15839184
AGAP000860	6	15841786	15848469
AGAP000862	6	15870646	15874557
AGAP000861	6	15861007	15868268
AGAP013522	6	15839827	15840957
AGAP000858	6	15833868	15836389
AGAP013097	6	15800223	15802416
AGAP000857	6	15790708	15792393
AGAP000855	6	15783193	15784645
AGAP000854	6	15755376	15765168
AGAP000863	6	16014866	16027418
AGAP000864	6	16089585	16093450
AGAP000868	6	16164226	16179371
AGAP000869	6	16222088	16237104
AGAP000867	6	16156071	16158302
AGAP000865	6	16104446	16138308
AGAP000866	6	16154352	16155389
AGAP000870	6	16247460	16258053
AGAP000874	6	16431518	16435201
AGAP000871	6	16316522	16317178
AGAP000105	6	1749256	1751758
AGAP000875	6	16526579	16535047
AGAP000876	6	16612688	16613803
AGAP000878	6	16635818	16636981
AGAP000884	6	16719925	16727252
AGAP000887	6	16743733	16745470
AGAP000888	6	16746634	16747763
AGAP000886	6	16737314	16741889
AGAP000885	6	16729033	16734077
AGAP000883	6	16712626	16715100
AGAP000882	6	16708579	16711009
AGAP000881	6	16705324	16707385
AGAP000880	6	16694425	16698877
AGAP000879	6	16665773	16671544
AGAP000877	6	16619141	16621269
AGAP000889	6	16748348	16758001
AGAP000891	6	16768557	16772936
AGAP000892	6	16792766	16794816
AGAP000897	6	16954635	16956590
AGAP000898	6	16961686	16969738
AGAP000896	6	16949437	16950371
AGAP000894	6	16896937	16942574
AGAP000893	6	16803740	16812325
AGAP000890	6	16762946	16764551
AGAP000899	6	16998331	17000803
AGAP000900	6	17009231	17023810
AGAP000903	6	17044954	17051080
AGAP000904	6	17079069	17099382
AGAP000906	6	17099581	17107525
AGAP000907	6	17122994	17124751
AGAP000909	6	17143168	17148449
AGAP000911	6	17155341	17156810
AGAP000912	6	17165876	17169527
AGAP000913	6	17173441	17179958
AGAP000908	6	17125043	17134310
AGAP000901	6	17030111	17042080
AGAP000915	6	17182847	17262131
AGAP000917	6	17285903	17286547
AGAP013104	6	17307059	17307639
AGAP000920	6	17343819	17344826
AGAP013428	6	17350942	17351523
AGAP013514	6	17355427	17356193
AGAP000922	6	17385629	17400976
AGAP000924	6	17411652	17417652
AGAP000927	6	17495741	17498867
AGAP000926	6	17445750	17471498
AGAP013534	6	17407052	17407898
AGAP000923	6	17404252	17406307
AGAP000921	6	17347400	17348176
AGAP013444	6	17340897	17341483
AGAP000919	6	17336559	17337439
AGAP013235	6	17328795	17329351
AGAP012998	6	17299705	17300261
AGAP000918	6	17289439	17290050
AGAP000916	6	17270961	17272099
AGAP000928	6	17501630	17503013
AGAP000933	6	17655702	17657067
AGAP013317	6	17659578	17660200
AGAP000934	6	17661067	17662596
AGAP000935	6	17669189	17671445
AGAP000932	6	17601862	17614708
AGAP000931	6	17592232	17593302
AGAP000930	6	17572688	17584166
AGAP013495	6	17555927	17564864
AGAP012964	6	17536846	17539624
AGAP000106	6	1752973	1765061
AGAP000110	6	1793946	1794897
AGAP000112	6	1798381	1835932
AGAP000115	6	1865162	1866412
AGAP000117	6	1929371	1935351
AGAP013279	6	1946472	1947708
AGAP012956	6	1767385	1779409
AGAP000121	6	1966956	1969598
AGAP000120	6	1944205	1945422
AGAP000119	6	1941492	1942726
AGAP000118	6	1937074	1938427
AGAP000116	6	1919638	1924926
AGAP000114	6	1857410	1862000
AGAP000113	6	1805859	1816077
AGAP013390	6	1799290	1802435
AGAP000111	6	1796537	1797733
AGAP000109	6	1792391	1793512
AGAP000108	6	1788029	1789220
AGAP000107	6	1754563	1759112
AGAP013433	6	17821747	17822208
AGAP000937	6	17838471	17839013
AGAP000938	6	17997200	18009612
AGAP000939	6	18120046	18126678
AGAP000941	6	18244403	18251267
AGAP000942	6	18252084	18253792
AGAP000944	6	18279735	18280419
AGAP013136	6	18313949	18315389
AGAP000948	6	18319986	18320947
AGAP000951	6	18328709	18330466
AGAP013002	6	18336482	18337328
AGAP000953	6	18339668	18342792
AGAP000954	6	18343379	18352636
AGAP000961	6	18406758	18410245
AGAP000962	6	18426678	18467864
AGAP000958	6	18370381	18381700
AGAP000957	6	18367147	18368810
AGAP000955	6	18354071	18361547
AGAP000952	6	18333059	18335365
AGAP000950	6	18326878	18328426
AGAP000949	6	18322896	18324357
AGAP000947	6	18315337	18316465
AGAP000946	6	18300572	18301621
AGAP000945	6	18285704	18293666
AGAP000943	6	18254537	18268004
AGAP000960	6	18384524	18387161
AGAP000964	6	18531766	18534558
AGAP000965	6	18545042	18546653
AGAP000966	6	18557873	18559842
AGAP000970	6	18632743	18636223
AGAP000973	6	18649631	18659609
AGAP000971	6	18641005	18648212
AGAP000969	6	18590129	18616690
AGAP000968	6	18582514	18585274
AGAP000967	6	18569272	18570787
AGAP000963	6	18525137	18525755
AGAP000974	6	18736744	18770916
AGAP000977	6	18793797	18794593
AGAP000978	6	18801785	18803385
AGAP000981	6	18817350	18821904
AGAP000982	6	18824363	18830464
AGAP000983	6	18833751	18837401
AGAP000984	6	18904974	18913038
AGAP000985	6	18918716	18924434
AGAP000991	6	18974106	18975611
AGAP000992	6	18978097	18979392
AGAP000994	6	18982547	18985069
AGAP000996	6	18992868	18996348
AGAP000997	6	18996231	18997417
AGAP000995	6	18984372	18985864
AGAP000990	6	18948973	18955677
AGAP000989	6	18943236	18946454
AGAP000988	6	18937587	18938933
AGAP000987	6	18933849	18935322
AGAP000986	6	18926157	18930119
AGAP013093	6	18805428	18806393
AGAP000979	6	18803398	18805616
AGAP000976	6	18787705	18788400
AGAP000975	6	18783239	18784299
AGAP000998	6	19000322	19100511
AGAP013460	6	19098233	19098574
AGAP001005	6	19092108	19095128
AGAP013024	6	19090444	19091082
AGAP013251	6	19106637	19107527
AGAP013027	6	19012815	19038051
AGAP001002	6	19030768	19053027
AGAP000999	6	19002931	19007726
AGAP001006	6	19098866	19099144
AGAP001007	6	19110768	19111497
AGAP001008	6	19111845	19113372
AGAP001009	6	19113598	19115474
AGAP013526	6	19115743	19117278
AGAP001014	6	19408610	19409948
AGAP001010	6	19263984	19269266
AGAP001011	6	19351376	19355452
AGAP001012	6	19361656	19362964
AGAP001013	6	19406518	19407155
AGAP001015	6	19495565	19526057
AGAP001018	6	19571836	19573861
AGAP001022	6	19629896	19640578
AGAP001019	6	19576761	19580988
AGAP001021	6	19597158	19604587
AGAP001023	6	19654476	19663046
AGAP001024	6	19665565	19666071
AGAP001025	6	19714751	19718165
AGAP013181	6	19723991	19725866
AGAP001026	6	19721319	19723125
AGAP001027	6	19726632	19737089
AGAP001028	6	19742305	19746392
AGAP001029	6	19765604	19769651
AGAP001030	6	19773821	19776214
AGAP001032	6	19780013	19785723
AGAP001033	6	19814213	19815888
AGAP001036	6	19935927	19937664
AGAP001031	6	19776387	19778243
AGAP001034	6	19832541	19834953
AGAP001035	6	19923244	19929520
AGAP001037	6	19938332	19941402
AGAP001038	6	19963919	19965530
AGAP000008	6	90142	94903
AGAP000012	6	146181	147744
AGAP000013	6	152263	163951
AGAP000015	6	192291	201940
AGAP000016	6	204264	207141
AGAP000017	6	212901	233685
AGAP000002	6	582	16387
AGAP000005	6	32382	38843
AGAP000007	6	83817	88773
AGAP000009	6	97670	114021
AGAP000010	6	120773	123499
AGAP000011	6	127704	134756
AGAP000014	6	154424	155289
AGAP001039	6	20009765	20017250
AGAP001041	6	20061484	20063037
AGAP001043	6	20100627	20158206
AGAP001044	6	20161491	20162678
AGAP001045	6	20172573	20174282
AGAP001042	6	20063115	20064156
AGAP001040	6	20051826	20053170
AGAP013541	6	20029435	20030978
AGAP000123	6	2001189	2014165
AGAP000126	6	2031552	2037633
AGAP000127	6	2039138	2040570
AGAP013435	6	2043450	2045192
AGAP013373	6	2052603	2055268
AGAP012973	6	2063878	2065611
AGAP000130	6	2070306	2072944
AGAP000131	6	2078637	2083702
AGAP000134	6	2095444	2097377
AGAP000135	6	2099319	2100015
AGAP000136	6	2101775	2106316
AGAP000138	6	2120272	2139554
AGAP000139	6	2144313	2149187
AGAP000140	6	2149577	2152578
AGAP000142	6	2170814	2177965
AGAP000145	6	2217660	2233001
AGAP000144	6	2190074	2193837
AGAP000143	6	2180446	2185660
AGAP000141	6	2158496	2166394
AGAP000137	6	2108015	2110819
AGAP000133	6	2090480	2091343
AGAP000132	6	2083769	2084444
AGAP000129	6	2065516	2073304
AGAP000128	6	2057361	2061212
AGAP000124	6	2018689	2026485
AGAP013126	6	20358718	20359218
AGAP001047	6	20424066	20427902
AGAP013064	6	20251407	20251731
AGAP001046	6	20392220	20415876
AGAP001048	6	20604953	20748760
AGAP001051	6	20951119	20953313
AGAP001050	6	20944180	20955989
AGAP001052	6	20969559	21116865
AGAP001053	6	21343435	21367564
AGAP013021	6	21608369	21721614
AGAP001057	6	21769838	21772242
AGAP001058	6	21772459	21773934
AGAP001056	6	21755596	21762662
AGAP001061	6	22104915	22212120
AGAP001065	6	22324224	22330158
AGAP001069	6	22455074	22488471
AGAP001068	6	22390512	22416767
AGAP001064	6	22293009	22319374
AGAP001070	6	22496341	22563331
AGAP001072	6	22717918	22718692
AGAP000146	6	2310789	2318278
AGAP000149	6	2338747	2346372
AGAP000153	6	2466316	2477593
AGAP013500	6	2481815	2483128
AGAP000154	6	2485052	2486869
AGAP000155	6	2489228	2490404
AGAP000152	6	2455825	2456455
AGAP000151	6	2454823	2455534
AGAP000150	6	2405458	2406119
AGAP000147	6	2331925	2334904
AGAP001073	6	22747835	22848119
AGAP001076	6	22937392	22947129
AGAP001078	6	23113205	23114090
AGAP001079	6	23125382	23126267
AGAP001082	6	23455889	23493707
AGAP001081	6	23370755	23374875
AGAP001083	6	23498802	23501429
AGAP001084	6	23511522	23634351
AGAP013547	6	23638153	23638696
AGAP001087	6	23638858	23647209
AGAP001088	6	23708399	23709342
AGAP001089	6	23749156	23749689
AGAP001091	6	23957193	23998340
AGAP013312	6	23863618	23864713
AGAP001090	6	23834053	23854040
AGAP013341	6	23797952	23801974
AGAP001092	6	24086190	24087589
AGAP001093	6	24094799	24142048
AGAP001094	6	24233179	24254341
AGAP013158	6	2540054	2540863
AGAP000156	6	2734410	2735472
AGAP000019	6	284190	288873
AGAP000020	6	290994	299270
AGAP013504	6	305355	307260
AGAP000021	6	314467	315701
AGAP000028	6	357391	364560
AGAP000032	6	408841	425073
AGAP000033	6	432496	439671
AGAP000037	6	461137	472416
AGAP000039	6	494371	496532
AGAP000038	6	481140	483518
AGAP000035	6	444812	452835
AGAP000025	6	331475	336252
AGAP000023	6	320064	323468
AGAP000022	6	309046	313230
AGAP000029	6	379162	393442
AGAP000158	6	2773938	2777011
AGAP000159	6	2780430	2816494
AGAP000164	6	2848251	2849270
AGAP000167	6	2865740	2870153
AGAP000168	6	2892774	2895064
AGAP000171	6	2912516	2922177
AGAP000173	6	2938445	2941344
AGAP000175	6	2943798	2950913
AGAP012978	6	2956917	2961208
AGAP000177	6	2980078	2981108
AGAP000178	6	2987079	2991906
AGAP000179	6	2992904	2997011
AGAP013003	6	2969470	2970736
AGAP000176	6	2965384	2966557
AGAP013407	6	2927355	2928242
AGAP000172	6	2926570	2927601
AGAP000170	6	2904991	2906114
AGAP000169	6	2897436	2902836
AGAP000166	6	2853227	2855005
AGAP000165	6	2849321	2851042
AGAP000163	6	2843996	2846441
AGAP000162	6	2832353	2836376
AGAP000161	6	2822718	2830085
AGAP000160	6	2807352	2809033
AGAP000180	6	3000116	3001857
AGAP000181	6	3003900	3005691
AGAP000183	6	3009411	3010662
AGAP000184	6	3012698	3021784
AGAP000187	6	3062181	3067403
AGAP000188	6	3070951	3080156
AGAP000189	6	3084792	3090951
AGAP000190	6	3120259	3158051
AGAP000192	6	3174285	3178594
AGAP000193	6	3181145	3184530
AGAP000194	6	3190903	3200783
AGAP000196	6	3211890	3214319
AGAP000182	6	3006198	3008379
AGAP000185	6	3032330	3041573
AGAP000186	6	3059627	3060339
AGAP013399	6	3051471	3052174
AGAP000191	6	3166681	3168140
AGAP000195	6	3202676	3209237
AGAP000198	6	3235428	3258334
AGAP000202	6	3335581	3335905
AGAP000204	6	3375689	3377001
AGAP000205	6	3395897	3424545
AGAP000206	6	3426857	3427908
AGAP000209	6	3463792	3475668
AGAP000210	6	3476817	3479109
AGAP000211	6	3480446	3482704
AGAP000213	6	3485496	3486691
AGAP000214	6	3484493	3493483
AGAP000208	6	3453859	3458726
AGAP000207	6	3430195	3452324
AGAP000203	6	3364642	3371951
AGAP000201	6	3279532	3280615
AGAP000200	6	3266605	3275243
AGAP000199	6	3259796	3264654
AGAP000215	6	3572299	3581714
AGAP000216	6	3612278	3613944
AGAP000217	6	3631408	3638938
AGAP000218	6	4002087	4006005
AGAP000219	6	4082194	4088133
AGAP000222	6	4133151	4163649
AGAP000220	6	4089326	4094219
AGAP000223	6	4169109	4176611
AGAP000225	6	4180964	4238447
AGAP000230	6	4332624	4333934
AGAP012975	6	4334265	4335087
AGAP000228	6	4270081	4327087
AGAP000226	6	4258020	4259409
AGAP013512	6	4256669	4257638
AGAP013530	6	4394934	4395731
AGAP000235	6	4414895	4430025
AGAP000236	6	4442941	4458868
AGAP000238	6	4494266	4496105
AGAP000237	6	4469805	4475405
AGAP000234	6	4388904	4408998
AGAP000233	6	4379330	4384049
AGAP000240	6	4507891	4509554
AGAP000242	6	4521866	4522934
AGAP000244	6	4551074	4552449
AGAP000246	6	4567668	4569131
AGAP000248	6	4572839	4574704
AGAP000250	6	4598047	4599803
AGAP000252	6	4606870	4609898
AGAP013046	6	4687819	4688934
AGAP000253	6	4609808	4611233
AGAP000251	6	4601136	4604672
AGAP000249	6	4593069	4595917
AGAP000247	6	4570338	4586224
AGAP000245	6	4561819	4565900
AGAP000243	6	4524427	4528482
AGAP000241	6	4510139	4520051
AGAP000239	6	4504112	4505751
AGAP000254	6	4773428	4792432
AGAP013258	6	4895939	4898713
AGAP000260	6	4916103	4917787
AGAP000261	6	4919509	4921419
AGAP000262	6	4925268	4930616
AGAP000264	6	4937232	4952623
AGAP000267	6	4953448	4957565
AGAP000270	6	4983467	4985283
AGAP000271	6	4986971	4991997
AGAP000272	6	4994393	4996244
AGAP000269	6	4978232	4981700
AGAP000268	6	4962167	4963111
AGAP000266	6	4953414	4954737
AGAP000258	6	4908861	4910385
AGAP000256	6	4900441	4905540
AGAP000255	6	4818589	4894449
AGAP000273	6	4997982	5005862
AGAP000274	6	5005958	5006816
AGAP000283	6	5109872	5111961
AGAP000286	6	5120385	5123087
AGAP000291	6	5133995	5136022
AGAP000293	6	5199638	5204600
AGAP012953	6	5010455	5014238
AGAP000275	6	5008876	5020582
AGAP000277	6	5028370	5034922
AGAP000278	6	5035248	5036100
AGAP000279	6	5036744	5037431
AGAP000280	6	5040238	5043715
AGAP000281	6	5045651	5068835
AGAP000284	6	5112278	5114815
AGAP000285	6	5115540	5119032
AGAP000287	6	5122419	5123598
AGAP000288	6	5124882	5126231
AGAP000289	6	5127465	5128808
AGAP000290	6	5130426	5139456
AGAP000292	6	5148798	5160081
AGAP000040	6	503319	510089
AGAP000043	6	610531	615856
AGAP000044	6	626266	628342
AGAP000045	6	696886	735718
AGAP000046	6	740684	744542
AGAP000042	6	528363	534266
AGAP000041	6	512138	517675
AGAP000295	6	5299612	5307784
AGAP000296	6	5311763	5312670
AGAP000297	6	5315567	5320730
AGAP000298	6	5324597	5325464
AGAP000299	6	5327170	5337482
AGAP000301	6	5346135	5352888
AGAP000304	6	5401645	5405666
AGAP000305	6	5410362	5411262
AGAP000306	6	5417553	5421955
AGAP000308	6	5447851	5449889
AGAP000310	6	5468373	5469640
AGAP000311	6	5474526	5479640
AGAP000312	6	5489431	5491381
AGAP013049	6	5424051	5424896
AGAP000303	6	5365577	5371383
AGAP000300	6	5338077	5360330
AGAP000294	6	5276738	5278291
AGAP000307	6	5433339	5444836
AGAP000309	6	5452491	5458462
AGAP013392	6	5481480	5483944
AGAP000313	6	5495763	5503866
AGAP000321	6	5698848	5711854
AGAP000322	6	5719130	5720938
AGAP000324	6	5732642	5734589
AGAP000325	6	5743590	5746202
AGAP000326	6	5748669	5749740
AGAP013047	6	5737242	5739184
AGAP000323	6	5721025	5732178
AGAP013441	6	5714869	5717584
AGAP000316	6	5542940	5544636
AGAP000320	6	5679568	5695844
AGAP000319	6	5662879	5676527
AGAP000317	6	5610066	5616769
AGAP000314	6	5511709	5522791
AGAP000329	6	5774401	5780662
AGAP000337	6	5877411	5881989
AGAP000338	6	5884593	5885346
AGAP000342	6	5899611	5902085
AGAP000343	6	5905558	5911115
AGAP013476	6	5934317	5936196
AGAP000344	6	5961988	5967875
AGAP000345	6	5983741	5996498
AGAP000331	6	5789782	5813837
AGAP000330	6	5784283	5786645
AGAP000328	6	5759812	5767276
AGAP000327	6	5751978	5755535
AGAP000332	6	5846884	5855444
AGAP000334	6	5859197	5864325
AGAP000336	6	5869340	5875559
AGAP000339	6	5886051	5887397
AGAP000340	6	5890502	5892255
AGAP000341	6	5898219	5899477
AGAP000346	6	6123699	6130874
AGAP000349	6	6166032	6176862
AGAP013397	6	6063203	6066834
AGAP000347	6	6135743	6139283
AGAP000348	6	6141381	6154000
AGAP000352	6	6221274	6223106
AGAP000351	6	6187880	6277170
AGAP000354	6	6307404	6318998
AGAP000356	6	6349294	6350296
AGAP000358	6	6354576	6355649
AGAP000355	6	6328084	6330848
AGAP000357	6	6350261	6351219
AGAP000359	6	6358177	6368050
AGAP000360	6	6486709	6500088
AGAP000361	6	6545138	6548184
AGAP000368	6	6777035	6802684
AGAP000375	6	6864349	6866041
AGAP000376	6	6869814	6872985
AGAP000378	6	6881384	6892724
AGAP000379	6	6897856	6899358
AGAP000382	6	6943073	6944078
AGAP013067	6	6949971	6953980
AGAP000380	6	6905029	6928907
AGAP000377	6	6873929	6876076
AGAP000374	6	6848267	6860655
AGAP000372	6	6807763	6813322
AGAP000369	6	6791093	6793207
AGAP000367	6	6773087	6774793
AGAP000366	6	6771323	6772153
AGAP000365	6	6766782	6768218
AGAP000364	6	6757013	6761967
AGAP000363	6	6750256	6756976
AGAP000383	6	6974259	7037977
AGAP000385	6	7074832	7083087
AGAP001067	6	22364083	22365231
AGAP000392	6	7190193	7191535
AGAP000393	6	7193219	7195884
AGAP000394	6	7199445	7201387
AGAP000396	6	7239849	7241015
AGAP000398	6	7247165	7248485
AGAP000384	6	7063083	7070395
AGAP000386	6	7083142	7096399
AGAP000387	6	7114418	7115594
AGAP000389	6	7124538	7152466
AGAP000390	6	7157708	7167818
AGAP000391	6	7185243	7188050
AGAP013009	6	7206188	7213763
AGAP000395	6	7231460	7232678
AGAP000397	6	7243064	7245703
AGAP000400	6	7272597	7275902
AGAP000406	6	7310219	7318863
AGAP000408	6	7334403	7335498
AGAP000410	6	7356912	7369332
AGAP000412	6	7385776	7392182
AGAP000414	6	7402912	7404376
AGAP000418	6	7444787	7475172
AGAP000419	6	7464000	7469540
AGAP000417	6	7449803	7450639
AGAP000416	6	7437022	7438341
AGAP000415	6	7404352	7405250
AGAP000413	6	7395054	7400773
AGAP000411	6	7378463	7382141
AGAP000407	6	7325613	7331429
AGAP000405	6	7299085	7303866
AGAP000403	6	7288292	7291716
AGAP000402	6	7278897	7280040
AGAP000401	6	7276546	7277421
AGAP000399	6	7252391	7270283
AGAP000429	6	7638218	7644733
AGAP000431	6	7658182	7671258
AGAP000432	6	7690859	7691632
AGAP000436	6	7710414	7717638
AGAP013308	6	7746913	7748009
AGAP013080	6	7737328	7738793
AGAP013175	6	7732293	7733637
AGAP013421	6	7727523	7728793
AGAP000437	6	7721791	7723233
AGAP000434	6	7701644	7706535
AGAP000433	6	7694969	7699060
AGAP000430	6	7646486	7649633
AGAP000428	6	7633418	7637519
AGAP000427	6	7623631	7631249
AGAP000426	6	7617893	7619360
AGAP000420	6	7545011	7550460
